title,setup,punchline,category,rating,score,words
TWO TICKETS,"A Broadway producer sends a famous critic two tickets for opening night with a note: ""Bring a friend, if you have one."" The critic sends them back with his reply:","""I can\'t attend opening night. I\'ll come to the second performance, if there is one.""",misc,tout_public,,45
THE MOVIE TICKET,"A Florida man buys a movie ticket. At the entrance, the usher tears it in half. He returns to the box office, buys another, and the usher tears that one too. After the fourth ticket, the cashier asks why he keeps coming back.","""Because the crazy woman at the door keeps destroying my tickets.""",work,tout_public,,54
THE ROOFTOP,"The President and Vice President watch an angry demonstration from a rooftop. The President says, ""All I want is to make these people happy.""","The Vice President replies, ""Then why don\'t you jump?""",tech,tout_public,,33
THE NEW MONUMENT,"An American tourist asks a Paris cabdriver how long each landmark took to build. Every time, he says Americans would have built it ten times faster. They reach the Eiffel Tower. ""What\'s that?"" the tourist asks.","The driver shrugs. ""No idea. It wasn\'t there yesterday.""",work,tout_public,,45
THE TRAFFIC STOP,"A police officer stops a man leaving a very wet party. ""Sir, you appear to be in a state of intoxication.""","""No, Officer. I\'m in Tennessee.""",work,tout_public,,26
THE MISSING OBJECT,"A Texan, a New Yorker, and a man from Michigan meet a genie. Each must throw something into the ocean; if the genie finds it, the man dies. The genie finds the Texan\'s toothpick and the New Yorker\'s nail. He searches forever for the Michigander\'s object.","""Keep looking,"" says the man. ""I threw in a dissolving antacid tablet.""",work,tout_public,,58
THE COMPLETE ANALYSIS,"Two idiots see something brown on the sidewalk. ""Looks like shit."" They touch it, smell it, and finally taste it.","""Yep, it\'s shit. Good thing we didn\'t step in it.""",misc,tout_public,,30
TRADITIONAL FORECASTING,"A trapper asks an old mountain man whether winter will be cold. ""Very cold,"" says the old man. The trapper cuts more firewood and asks again. ""Brutally cold."" After stacking an enormous pile, the trapper asks how he can be so certain. The old man points to the wood.","""When a nervous fool cuts that much firewood, winter is usually very cold.""",tech,tout_public,,62
LANGUAGE SKILLS,What do you call someone who speaks three languages? Trilingual. Two languages? Bilingual.,One language? American.,work,tout_public,,16
DIVINE BALANCE,"After creating California, God realized it had perfect weather, mountains, beaches, and fertile valleys.","To keep the other states from getting jealous, He created Californians.",misc,tout_public,,25
STANDARD EQUIPMENT,"At a stoplight, the owner of a tiny customized car asks the driver of a luxury sedan whether it has GPS, television, and a refrigerator. It has everything except the refrigerator. The embarrassed driver installs a refrigerator and freezer, then finds the little car with steamed-up windows. He knocks to announce the upgrade.","""You interrupted my hot tub for that?"" says the owner.",bar,tout_public,,63
THE CAMPAIGN PROMISE,A candidate promises to create thousands of jobs.,"He wins, and every voter immediately needs a second one.",work,tout_public,,18
THE PUBLIC RECORD,"A senator says, ""My record speaks for itself.""","His attorney whispers, ""That is exactly what we\'re trying to prevent.""",misc,tout_public,,19
THE NEW TAX FORM,The government simplified the tax form to two questions: 1. How much did you make?,2. Why do you still have it?,money,tout_public,,22
THE PRESS CONFERENCE,"A spokesperson begins, ""We will now take questions."" The reporters cheer.","""I didn\'t say we would answer them.""",kids,tout_public,,18
THE NATIONAL DEBT,I tried to explain the national debt to my son.,"He borrowed twenty dollars, spent thirty, and blamed his sister. He may be ready for office.",money,tout_public,,26
THE ETHICS COMMITTEE,The ethics committee met behind closed doors.,They needed privacy to decide what transparency should look like.,misc,tout_public,,17
THE LOBBYIST\'S BADGE,A lobbyist enters the Capitol wearing a visitor badge.,"The guard says, ""You work here more than the lawmakers. Use the employee entrance.""",work,tout_public,,23
THE EMERGENCY SESSION,Lawmakers called an emergency session at midnight.,"By sunrise, they had named a post office and blamed each other for the emergency.",work,tout_public,,22
THE FREEDOM PACKAGE,"The cable company added a ""freedom package.""","It lets you cancel anytime after a two-year contract, three phone calls, and a small hostage negotiation.",work,tout_public,,24
FISCAL TRIBUTE,The city spent five million dollars building a monument to fiscal responsibility.,It came in ten million over budget.,money,tout_public,,19
THE FINAL VOTE,A bill was six thousand pages long.,Every lawmaker voted confidently after reading the title.,misc,tout_public,,15
THE LAST WISH,"A genie grants a man three wishes. ""I want a world without lawyers."" The genie nods. ""Done. You have no wishes left."" The man protests, ""You said three!"" The genie shrugs.","""Sue me.""",work,tout_public,,33
VARIABLE TERMS,A banker explains an adjustable-rate loan. The customer asks what it means.,"""Neither of us knows what you'll pay, but I make money either way.""",money,tout_public,,25
ONE QUESTION,"A man asks a lawyer, ""How much do you charge for a question?"" ""Two hundred dollars."" ""Isn't that expensive?"" The lawyer nods.","""Yes---and that answer brings your total to four hundred.""",money,tout_public,,31
FRESH FROM THE OVEN,"A hungry man watches a baker pull fresh loaves from the oven. He sighs. ""It's been more than a week since I tasted bread.""","The baker nods kindly. ""Don't worry, sir. The taste hasn't changed.""",misc,tout_public,,35
TRUST THE VOICE,"Every night a mysterious voice tells a man: ""Quit your job. Sell everything. Go to Monte Carlo. Bet it all on nine."" After weeks, he obeys. At the roulette table, the voice whispers, ""Everything on nine."" He places his entire fortune. The wheel spins, slows, and lands on thirteen.","The voice mutters, ""Well... that's unfortunate.""",work,tout_public,,55
A GENEROUS ANNOUNCEMENT,"A man bursts into a bar and shouts, ""Free beer outside!"" Everyone runs out. Seconds later, the screaming starts. ""What did you do?"" yells the bartender.","""Sorry. There are three grizzly bears out there. I honestly didn't think any of them would be brave enough to try it.""",bar,tout_public,,48
A STRANGE CONVERSATION,"A man says, ""Today I saw a lunatic talking to his dog. When I got home, I told my cat.","We both laughed our asses off.""",animals,tout_public,,26
THE ONLY WITNESS,"On Fifth Avenue, a black truck stops in front of Tiffany & Co. An elephant climbs out, smashes the window, grabs the jewelry with its trunk, and escapes in the truck. The police question the only witness. ""Did you get the license plate?"" ""No."" ""The make of the truck?"" ""No."" ""Was it an African elephant with large ears or an Asian elephant with small ears?""","The witness thinks. ""Hard to say. He was wearing a ski mask.""",animals,tout_public,,77
WILDLIFE ENCOUNTER,"Two very drunk hunters spot a hang glider. The first says, ""That\'s the biggest bird I\'ve ever seen."" He fires. The pilot falls, but the glider keeps sailing. The second hunter says, ""You missed.""","The first lowers his rifle. ""Maybe, but he dropped his prey.""",animals,tout_public,,45
LOCAL KNOWLEDGE,"Two drunk men are arguing under a streetlight. ""I\'m telling you, that\'s the moon."" ""And I\'m telling you, it\'s the sun."" They stop a passerby. ""Excuse us. Is that the moon or the sun?""","The man looks up. ""Sorry, I\'m not from this neighborhood.""",bar,tout_public,,44
A FAMILIAR FACE,"Two drunk men are sitting in a bar. The first looks into a mirror and says, ""I know that guy. I\'m sure I\'ve seen him somewhere.""","The second takes the mirror, studies it, and says, ""Of course you know him, idiot. That\'s me.""",bar,tout_public,,43
THE OTHER ONE,"A man is walking two beautiful dogs. A passerby asks, ""What breed are they?"" ""This one is a Labrador."" ""And the other one?"" ""The other one too."" ""Are they expensive?"" ""This one cost me a fortune."" ""And the other one?"" ""The other one too."" The passerby finally asks, ""Why do you always talk about this one first?"" ""Because this one is mine."" ""And the other one?""","""The other one too.""",animals,tout_public,,70
A LIMITED GENIE,"A man arrives in a Maserati. His friend offers to trade a beat-up Ford Pinto and a magic lamp for it. To prove the lamp works, the friend rubs it. A genie appears. ""Genie, make us some tea."" A teapot and two cups instantly appear. Amazed, the man accepts the trade. At home, he rubs the lamp in front of his wife. ""Genie, give my wife a giant bag of diamonds!""","The genie shakes his head. ""Sorry. I only know how to make tea.""",marriage,tout_public,,84
SEAT ASSIGNMENT,"A man steps off an Amtrak train looking sick. His friend asks, ""What happened to you?"" ""I rode the whole way facing backward."" ""Why didn\'t you switch seats?""","""I couldn\'t. There was nobody across from me to trade with.""",tech,tout_public,,39
LOYAL SUPPORT,"Mike tells Joe that he ran into a lion while hunting. ""I started running."" ""The lion is faster than you."" ""So I climbed a tree."" ""Lions have claws. He climbed after you."" ""I crawled to the end of a branch."" ""He followed you."" ""I fell, found a hole, and hid underground."" ""The lion saw you. He dug you out and was about to eat you.""","Mike finally snaps, ""Whose side are you on, mine or the lion\'s?""",animals,tout_public,,77
THE SCIENTIFIC HUNT,"A scientist explains how to capture a gorilla alive. He needs a pit bull, handcuffs, and a rifle. ""I climb the tree and saw off the branch. The gorilla falls. The dog bites his balls, and while he grabs them, you cuff him."" ""What\'s the rifle for?""","""If I fall out of the tree instead, shoot the dog.""",animals,tout_public,,58
A POPULAR REQUEST,"At a funeral, a man learns that the widower\'s two vicious dogs ate both his wife and his mother-in-law. ""Could I borrow those dogs?""","The widower points to the long procession behind him. ""Get in line.""",marriage,tout_public,,36
GETTING READY,"A man buys a centipede and asks it to go out for a beer. No answer. He asks again, then screams, ""Are you coming or not?""","A tiny voice replies, ""I heard you! I\'m putting on my shoes!""",bar,tout_public,,38
THE NEW ROOMMATE,"An old woman begs the veterinarian to save her dying goat. ""The only chance is to keep him warm inside your house."" ""That could be difficult because of the smell.""","She thinks for a moment. ""Well, the goat will just have to get used to it.""",misc,tout_public,,46
THE CONVERSATION,An earthworm spots another worm beside him and tries to start a conversation. The other worm never answers.,"After several questions, he sighs, ""Damn it. I\'m talking to my own ass again.""",misc,tout_public,,32
THE CALL NEXT DOOR,"In a restroom stall, a man hears a voice from the next stall. ""Hey, how are you?"" He answers politely. The voice asks what he is doing, and he answers again.","Then the voice says, ""Hang on, I\'ll call you back. Some idiot in the next stall keeps answering all my questions.""",misc,tout_public,,52
FAMILY RECIPE,"Two cannibals are eating dinner. One says, ""I really don\'t like my mother-in-law.""","The other replies, ""Fine, but at least eat the vegetables.""",marriage,tout_public,,23
THE ADAPTATION,"A dog watches a movie. He laughs, cries, and applauds at all the right moments.","His owner says, ""This is incredible. He hated the book.""",animals,tout_public,,25
THE SECOND EAR,"A man burns his ear with an iron. ""How did that happen?"" ""The phone rang, and I picked up the iron."" ""What happened to the other ear?""","""I tried to call the doctor.""",tech,tout_public,,33
EXCELLENT ROLE MODELS,"Children's stories are full of role models. One hero lives in a tree with no clothes. One princess sneaks out at midnight. One boy lies until his face changes shape. One thief is the good guy. One princess sleeps all day, and another moves in with seven men.",Then we act surprised when the children turn out strange.,kids,tout_public,,58
THE WRONG ATHLETE,"Two angry fishermen hit a water-skier with an oar. When he doesn\'t surface, they dive in, retrieve a body, and start mouth-to-mouth. ""His breath smells horrible!""","The other fisherman looks at the body\'s feet. ""Stop. That\'s not him. This guy is wearing ice skates.""",animals,tout_public,,44
THE RIGHT DAY,"On a plane, a man asks the passenger beside him for the time. The passenger checks his watch. ""Wednesday.""","""Thanks. That\'s where I get off.""",misc,tout_public,,25
THE MAN ON THE ISLAND,"A ship passes an island where a bearded, half-naked man is waving his arms like a lunatic. A passenger alerts the captain.","""I know,"" says the captain. ""Every time we pass his island, he goes crazy.""",misc,adulte,,36
THE ROUNDABOUT,"A police officer stops a drunk driver. ""Sir, your wife fell out of the car at the last traffic circle.""","The man sighs with relief. ""So that\'s why I thought I\'d gone deaf in one ear.""",work,tout_public,,36
FILE SHARING,A modern father explains to his son how he was born.,"""Your mother and I connected on Facebook. I sent her a message, and we decided to share files. I inserted my USB stick into her port. We forgot the firewall, and nine months later, the virus arrived.""",kids,tout_public,,48
NOBODY IS AFRAID,"Every day a huge man walks into a bar. ""Whiskey. And I am not paying, because I am afraid of nobody."" The owner finally hires an even bigger man to sit at the bar. When the bully says his line, the big man stands up. ""I am afraid of nobody either.""","The bully turns to the bartender. ""Then make it two whiskeys. Neither of us is paying.""",bar,tout_public,,67
THE FAMILY THREAT,"A man cannot find the keys to his sports car outside a bar. ""I will count to three. If my keys don\'t return, I\'ll do exactly what my grandfather did twenty years ago!"" Terrified, the customers return the keys. ""What did your grandfather do?""","""He walked home.""",work,tout_public,,47
THE NEXT ACTIVITY,"An old man asks a fisherman three times, ""So, are we fishing?"" Annoyed, the fisherman packs his gear and rides his bicycle up the hill. At the top, he sees the old man waving frantically. Thinking he forgot something, he rides all the way back down.","The old man smiles. ""So, are we biking now?""",work,tout_public,,55
THE MALL MACHINE,"A father and son who have never seen an elevator watch an elderly woman enter one. Moments later, the doors open and a gorgeous young woman walks out.","The father whispers, ""Son, go get your mother.""",kids,tout_public,,36
THE ESCAPE PLAN,"Three prisoners plan an escape. The one on cocaine wants to bend the bars and beat every guard. The one on LSD wants to become liquid metal, slide under the door, and transform into a butterfly.","The one smoking weed asks, ""Why escape? Isn\'t it nice here, guys?""",work,tout_public,,48
THE STRANGE EGG,"Six eggs sit in a refrigerator. Five of them stare nervously at the sixth, who is brown and covered in hair.","Finally one whispers, ""Relax, you idiots. He's a kiwi.""",misc,tout_public,,30
THE DISAPPEARANCE,"Three hamburger patties are walking together. Suddenly, two disappear. The third searches everywhere until they reappear. ""Where were you?""","""Playing hide-and-meat.""",work,tout_public,,21
THE ISOLATED MARRIAGE,"A boy and girl from neighboring farms grow up together, attend school together, and reach adulthood without ever leaving the countryside. One day he says, ""We should get married.""","""I\'d love to,"" she replies, ""but to whom? We don\'t know anybody.""",marriage,tout_public,,41
THE CORRECT CAR,"Outside a bar, a very drunk man pats the roofs of every car in the lot. ""How will that help you find yours?"" asks the bartender.","""Easy. Mine has blue lights on top.""",bar,tout_public,,33
TWO NEIGHBORS,"A tavern opens opposite a cemetery and hangs a sign: ""Whatever people say or do, it is better in here than across the street."" The cemetery posts a reply:","""Whatever people say or do, everyone in here came from across the street.""",misc,tout_public,,42
THE RARE RESOURCE,Money is like toilet paper. You only respect it when there is almost none left.,"At two sheets, it stops being paper and becomes a strategy.",money,tout_public,,26
THE ELECTRIC RACKET,Put an electric bug racket in the hands of the gentlest person alive and they become a psychopath.,"My grandmother even hunted mosquitoes outdoors, swinging at them like she was playing center court in a championship final.",kids,tout_public,,37
THE HUMAN TEST,"A website asked me to click every square containing a traffic light. I clicked the light. Then I clicked the pole, because the pole is part of the light.","The screen replied: ""Please try again. You are a robot.""",tech,tout_public,,39
THE EMERGENCY KIT,"My emergency kit contains water, batteries, a flashlight, and chocolate.","If disaster lasts longer than the chocolate, I accept nature\'s decision.",misc,tout_public,,21
THE NEW PET,I bought a goldfish because the store said it was low maintenance.,Now it watches me eat seafood with the calm patience of a future witness.,animals,tout_public,,26
THE ELEVATOR BUTTON,"I was in a hurry, so I pressed the elevator button eleven times. It arrived at exactly the same speed.",But I felt like a man who had done everything he could.,misc,tout_public,,32
THE MISSING SOCK,My washing machine does not eat socks.,It collects one from each pair so it can eventually build a complete person.,kids,tout_public,,21
THE ACCURATE HOROSCOPE,My horoscope said I would face an unexpected financial loss.,Then the app charged me for the premium prediction.,tech,tout_public,,19
THE RESTAURANT SIGN,"The sign said, ""Breakfast served anytime.""",So I ordered pancakes during the Renaissance.,misc,tout_public,,13
THE TALKING DOG,"A man sells a talking dog for ten dollars. ""Why so cheap?"" asks the buyer. ""Because he lies about everything,"" says the owner.","The dog leans over and whispers, ""He only says that because I know where he buried the bodies.""",money,tout_public,,41
THE HELPFUL MIRROR,My mirror says I look tired.,It never uses words. That somehow makes it ruder.,misc,tout_public,,15
THE TIME TRAVELER,"A time traveler walks into a bar. The bartender says, ""We don\'t serve time travelers here."" The traveler looks confused.","""That\'s not what you said tomorrow.""",bar,tout_public,,26
AN UNUSUAL DETAIL,"A man tells police, ""The thief was about six feet tall and wore a mask."" ""Anything distinctive?""","""Yes. He kept correcting my grammar.""",misc,tout_public,,23
THE BROKEN CLOCK,A broken clock is right twice a day.,Mine is digital. It says 12:00 all day long and has never once doubted itself.,money,tout_public,,23
THE HAUNTED HOUSE,"I spent one night in a haunted house. At midnight, a ghost whispered, ""Get out.""","I said, ""You first. I paid the deposit.""",misc,tout_public,,23
THE LAST COOKIE,"There was one cookie left, so I cut it exactly in half.","One half was for me. The other half was also for me, because fairness should begin at home.",misc,tout_public,,30
THE SCREEN-TIME RULE,A father promises to put his phone away whenever his children are in the room. He keeps the promise for three weeks by staying out of the room.,"When he finally walks in, his toddler waves and says, ""Thanks for watching. Please subscribe.""",work,tout_public,,43
THE SCHOOL MASCOT,"A school picks a chameleon as its mascot. At the first game it turns the colors of the visiting team and cheers every goal they score. ""That is humiliating,"" says the principal.","""Maybe,"" says the coach, ""but it is the only one of us that picked the winning side.""",kids,tout_public,,49
PARENTHOOD MATH,"Children take your sleep, your money, and your waistline, then ask why you look so tired.",I am young enough to be mistaken for their brother and tired enough to be mistaken for their grandfather.,money,tout_public,,35
FRAGILE,The first child is carried like glass.,The second is carried like a suitcase marked FRAGILE. Everyone reads the label. Nobody throws it any softer.,work,tout_public,,25
BORROWED FACE,I used my friend's ID to enter a club.,The hard part wasn't the age---it was maintaining his unfortunate facial expression.,misc,tout_public,,21
THE UNINVITED GUEST,"There was a spider in my shower big enough to make eye contact. At that size it is not a pest. It is a tenant. I carried it outside and said, ""One of us had to go, and I pay the mortgage.""",It walked straight toward my neighbor's house. Good. Let him handle the rent.,misc,tout_public,,55
ROADSIDE PRECISION,"A road sign said, ""Drive sober on highways.""",So the side streets are officially open for business.,misc,tout_public,,17
THE PREMIUM FLIGHT,"At the gate, a nervous passenger notices that his flight is called Flight 10. ""Why such a small number?"" he asks.","The agent smiles. ""The first nine were prototypes.""",misc,tout_public,,29
THE PHOTO OPPORTUNITY,"A man agrees to hold a giant pet snake because the owner promises it is harmless. He bravely wraps it around his shoulders. Then the owner says the photograph costs twenty dollars. The man immediately hands back the snake. ""I trust reptiles,"" he explains.","""It's photographers I'm afraid of.""",money,tout_public,,49
THE FATHER'S DAY GIFT,"For Father's Day my children gave me a gift card to a thrift store. ""It means we were thinking of you,"" they said.","I turned it over. Thirty-seven cents. ""It also means you stopped thinking somewhere around thirty-eight.""",work,tout_public,,38
THE FINAL CHECK,"Two hunters are in the woods when one collapses and stops breathing. The other calls emergency services. ""My friend is dead! What do I do?"" The operator says, ""First, make sure he's really dead."" There is a silence, then a gunshot. The hunter returns to the phone. ""Okay.","Now what?""",tech,tout_public,,50
STARGAZING,"A famous detective and his assistant go camping. In the middle of the night, the detective wakes him. ""Look at the stars. What do you deduce?"" The assistant gives a long speech about planets, galaxies, and life beyond Earth. The detective sighs.","""I deduce that someone stole our tent.""",misc,tout_public,,49
EMERGENCY DESIGN,Why do ducks have webbed feet? To stamp out fires. Why do elephants have flat feet?,To stamp out burning ducks.,animals,tout_public,,21
THE FISH TANK,Two goldfish are swimming in a tank.,"One turns to the other and asks, ""Do you know how to drive this thing?""",animals,tout_public,,22
THE BIG GAME,"Two flies are playing soccer in a saucer. One says, ""Try harder.","We're playing in the cup tomorrow.""",misc,tout_public,,18
ROADSIDE ASSISTANCE,I picked up a hitchhiker.,It seemed polite after I hit him.,misc,tout_public,,12
QUANTUM DRINKING,Schrödinger's cat walks into a bar.,And doesn't.,work,tout_public,,8
A MINOR PROBLEM,A musical note walks into a bar.,"The bartender says, ""Sorry, we don't serve minors.""",bar,tout_public,,15
SIDEWALK FISHING,"A man sees an old woman fishing in a puddle with a stick and string. Feeling sorry for her, he buys her a drink. ""How many have you caught today?"" She smiles.","""You're the eighth.""",animals,tout_public,,35
THE SEAL'S ORDER,"A seal walks into a bar. ""What'll it be?"" asks the bartender.","""Anything but a club soda.""",bar,tout_public,,17
A FAST ATTACK,"A snail is mugged by two turtles. Police ask for a description. The snail says, ""I don't know.","It all happened so fast.""",tech,tout_public,,23
ARMORED FISH,"Two fish are in a tank. One says, ""You handle the gun.","I'll drive.""",animals,tout_public,,14
THE LONG FACE,"A horse walks into a bar. ""Why the long face?"" asks the bartender. The horse shrugs.","""Genetics.""",bar,tout_public,,17
SPECIES CONFUSION,"Two cows are talking. ""Aren't you afraid of mad cow disease?"" The other says, ""Why would I be?","I'm a horse.""",animals,tout_public,,21
FUTURE TRAVEL,Two caterpillars watch a butterfly.,"One says, ""You'll never get me up in one of those things.""",medical,tout_public,,17
EXACT DIRECTIONS,I have an excellent sense of direction.,I always know exactly where I got lost.,misc,tout_public,,15
NO REGRETS,I decided to live without regrets.,I've regretted that decision three times today.,work,tout_public,,13
BACKUP PLAN,"A man buys two tickets as he boards a bus. The inspector asks why. ""If I lose one, I'll still have the other."" ""And if you lose both?""","""Then I'll use my annual pass.""",misc,tout_public,,34
